"","trial_no","condition","block_no","id","closeness"
"192",2,"treatment","block 2","md_as_14",19
"193",2,"treatment","block 2","md_as_15",48
"194",2,"treatment","block 2","md_as_16",15
"195",2,"treatment","block 2","md_as_17",40
"196",2,"treatment","block 2","md_as_19",36
"197",2,"treatment","block 2","md_as_21",70
"198",2,"treatment","block 2","md_as_22",38
"199",2,"treatment","block 2","md_as_30",68
"200",2,"treatment","block 2","md_as_31",38
"201",2,"treatment","block 2","md_as_32",49
"202",2,"treatment","block 2","md_as_33",71
"203",2,"treatment","block 2","md_as_34",38
"204",2,"treatment","block 2","md_as_35",40
"205",2,"treatment","block 2","md_as_36",36
"206",2,"treatment","block 2","md_as_37",43
"207",2,"treatment","block 2","md_as_38",67
"208",2,"treatment","block 2","md_as_40",60
"209",2,"treatment","block 2","md_as_41",100
"210",2,"treatment","block 2","md_as_42",56
"211",2,"treatment","block 2","md_as_47",27
"212",2,"treatment","block 2","md_as_48",57
"213",2,"treatment","block 2","md_as_49",41
"214",2,"treatment","block 2","md_as_50",60
"215",2,"treatment","block 2","md_as_52",26
"216",2,"treatment","block 2","md_as_53",59
"217",3,"control","block 1","md_as_12",48
"218",3,"control","block 1","md_as_13",34
"219",3,"control","block 1","md_as_14",4
"220",3,"control","block 1","md_as_15",52
"221",3,"control","block 1","md_as_16",23
"222",3,"control","block 1","md_as_17",52
"223",3,"control","block 1","md_as_19",36
"224",3,"control","block 1","md_as_21",63
"225",3,"control","block 1","md_as_22",41
"226",3,"control","block 1","md_as_30",81
"227",3,"control","block 1","md_as_31",42
"228",3,"control","block 1","md_as_32",60
"229",3,"control","block 1","md_as_33",84
"230",3,"control","block 1","md_as_34",39
"231",3,"control","block 1","md_as_35",53
"232",3,"control","block 1","md_as_36",11
"233",3,"control","block 1","md_as_37",10
"234",3,"control","block 1","md_as_38",49
"235",3,"control","block 1","md_as_40",58
"236",3,"control","block 1","md_as_41",90
"237",3,"control","block 1","md_as_42",57
"238",3,"control","block 1","md_as_47",48
"239",3,"control","block 1","md_as_48",47
"240",3,"control","block 1","md_as_49",51
"241",3,"control","block 1","md_as_50",52
"242",3,"control","block 1","md_as_52",63
"243",3,"control","block 1","md_as_53",52
"244",3,"control","block 2","md_as_12",50
"245",3,"control","block 2","md_as_13",46
"246",3,"control","block 2","md_as_14",26
"247",3,"control","block 2","md_as_15",36
"248",3,"control","block 2","md_as_16",23
"249",3,"control","block 2","md_as_17",49
"250",3,"control","block 2","md_as_19",26
"251",3,"control","block 2","md_as_21",67
"252",3,"control","block 2","md_as_22",40
"253",3,"control","block 2","md_as_30",48
"254",3,"control","block 2","md_as_31",81
"255",3,"control","block 2","md_as_32",61
"256",3,"control","block 2","md_as_33",86
"257",3,"control","block 2","md_as_34",34
"258",3,"control","block 2","md_as_35",46
"259",3,"control","block 2","md_as_36",36
"260",3,"control","block 2","md_as_37",6
"261",3,"control","block 2","md_as_38",53
"262",3,"control","block 2","md_as_40",24
"263",3,"control","block 2","md_as_41",94
"264",3,"control","block 2","md_as_42",54
"265",3,"control","block 2","md_as_47",42
"266",3,"control","block 2","md_as_48",35
"267",3,"control","block 2","md_as_49",53
"268",3,"control","block 2","md_as_50",57
"269",3,"control","block 2","md_as_52",35
"270",3,"control","block 2","md_as_53",37
"271",3,"treatment","block 1","md_as_12",41
"272",3,"treatment","block 1","md_as_13",42
"273",3,"treatment","block 1","md_as_14",22
"274",3,"treatment","block 1","md_as_15",14
"275",3,"treatment","block 1","md_as_16",23
"276",3,"treatment","block 1","md_as_17",67
"277",3,"treatment","block 1","md_as_19",7
"278",3,"treatment","block 1","md_as_21",54
"279",3,"treatment","block 1","md_as_22",30
"280",3,"treatment","block 1","md_as_30",45
"281",3,"treatment","block 1","md_as_31",29
"282",3,"treatment","block 1","md_as_32",45
"283",3,"treatment","block 1","md_as_33",20
"284",3,"treatment","block 1","md_as_34",30
"285",3,"treatment","block 1","md_as_35",50
"286",3,"treatment","block 1","md_as_36",50
"287",3,"treatment","block 1","md_as_37",8
"288",3,"treatment","block 1","md_as_38",45
"289",3,"treatment","block 1","md_as_40",67
"290",3,"treatment","block 1","md_as_41",85
"291",3,"treatment","block 1","md_as_42",53
"292",3,"treatment","block 1","md_as_47",90
"293",3,"treatment","block 1","md_as_48",68
"294",3,"treatment","block 1","md_as_49",65
"295",3,"treatment","block 1","md_as_50",78
"296",3,"treatment","block 1","md_as_52",93
"297",3,"treatment","block 1","md_as_53",69
"298",3,"treatment","block 2","md_as_12",50
"299",3,"treatment","block 2","md_as_13",63
"300",3,"treatment","block 2","md_as_14",42
"301",3,"treatment","block 2","md_as_15",62
"302",3,"treatment","block 2","md_as_16",24
"303",3,"treatment","block 2","md_as_17",46
"304",3,"treatment","block 2","md_as_19",43
"305",3,"treatment","block 2","md_as_21",63
"306",3,"treatment","block 2","md_as_22",55
"307",3,"treatment","block 2","md_as_30",63
"308",3,"treatment","block 2","md_as_31",64
"309",3,"treatment","block 2","md_as_32",74
"310",3,"treatment","block 2","md_as_33",84
"311",3,"treatment","block 2","md_as_34",44
"312",3,"treatment","block 2","md_as_35",50
"313",3,"treatment","block 2","md_as_36",44
"314",3,"treatment","block 2","md_as_37",46
"315",3,"treatment","block 2","md_as_38",70
"316",3,"treatment","block 2","md_as_40",22
"317",3,"treatment","block 2","md_as_41",100
"318",3,"treatment","block 2","md_as_42",57
"319",3,"treatment","block 2","md_as_47",10
"320",3,"treatment","block 2","md_as_48",48
"321",3,"treatment","block 2","md_as_49",37
"322",3,"treatment","block 2","md_as_50",37
"323",3,"treatment","block 2","md_as_52",23
"324",3,"treatment","block 2","md_as_53",57
"325",4,"control","block 1","md_as_12",45
"326",4,"control","block 1","md_as_13",38
"327",4,"control","block 1","md_as_14",14
"328",4,"control","block 1","md_as_15",45
"329",4,"control","block 1","md_as_16",34
"330",4,"control","block 1","md_as_17",65
"331",4,"control","block 1","md_as_19",40
"332",4,"control","block 1","md_as_21",72
"333",4,"control","block 1","md_as_22",52
"334",4,"control","block 1","md_as_30",76
"335",4,"control","block 1","md_as_31",60
"336",4,"control","block 1","md_as_32",66
"337",4,"control","block 1","md_as_33",87
"338",4,"control","block 1","md_as_34",49
"339",4,"control","block 1","md_as_35",46
"340",4,"control","block 1","md_as_36",66
"341",4,"control","block 1","md_as_37",25
"342",4,"control","block 1","md_as_38",65
"343",4,"control","block 1","md_as_40",69
"344",4,"control","block 1","md_as_41",96
"345",4,"control","block 1","md_as_42",60
"346",4,"control","block 1","md_as_47",10
"347",4,"control","block 1","md_as_48",51
"348",4,"control","block 1","md_as_49",66
"349",4,"control","block 1","md_as_50",65
"350",4,"control","block 1","md_as_52",80
"351",4,"control","block 1","md_as_53",62
"352",4,"control","block 2","md_as_12",39
"353",4,"control","block 2","md_as_13",46
"354",4,"control","block 2","md_as_14",30
"355",4,"control","block 2","md_as_15",90
"356",4,"control","block 2","md_as_16",23
"357",4,"control","block 2","md_as_17",54
"358",4,"control","block 2","md_as_19",29
"359",4,"control","block 2","md_as_21",66
"360",4,"control","block 2","md_as_22",48
"361",4,"control","block 2","md_as_30",57
"362",4,"control","block 2","md_as_31",79
"363",4,"control","block 2","md_as_32",67
"364",4,"control","block 2","md_as_33",86
"365",4,"control","block 2","md_as_34",40
"366",4,"control","block 2","md_as_35",48
"367",4,"control","block 2","md_as_36",40
"368",4,"control","block 2","md_as_37",6
"369",4,"control","block 2","md_as_38",71
"370",4,"control","block 2","md_as_40",22
"371",4,"control","block 2","md_as_41",90
"372",4,"control","block 2","md_as_42",64
"373",4,"control","block 2","md_as_47",61
"374",4,"control","block 2","md_as_48",36
"375",4,"control","block 2","md_as_49",60
"376",4,"control","block 2","md_as_50",56
"377",4,"control","block 2","md_as_52",58
"378",4,"control","block 2","md_as_53",35
"379",4,"treatment","block 1","md_as_12",45
"380",4,"treatment","block 1","md_as_13",64
"381",4,"treatment","block 1","md_as_14",27
"382",4,"treatment","block 1","md_as_15",69
"383",4,"treatment","block 1","md_as_16",27
"384",4,"treatment","block 1","md_as_17",59
"385",4,"treatment","block 1","md_as_19",20
"386",4,"treatment","block 1","md_as_21",71
"387",4,"treatment","block 1","md_as_22",55
"388",4,"treatment","block 1","md_as_30",68
"389",4,"treatment","block 1","md_as_31",41
"390",4,"treatment","block 1","md_as_32",49
"391",4,"treatment","block 1","md_as_33",88
"392",4,"treatment","block 1","md_as_34",42
"393",4,"treatment","block 1","md_as_35",59
"394",4,"treatment","block 1","md_as_36",56
"395",4,"treatment","block 1","md_as_37",13
"396",4,"treatment","block 1","md_as_38",60
"397",4,"treatment","block 1","md_as_40",57
"398",4,"treatment","block 1","md_as_41",99
"399",4,"treatment","block 1","md_as_42",62
"400",4,"treatment","block 1","md_as_47",90
"401",4,"treatment","block 1","md_as_48",69
"402",4,"treatment","block 1","md_as_49",67
"403",4,"treatment","block 1","md_as_50",80
"404",4,"treatment","block 1","md_as_52",94
"405",4,"treatment","block 1","md_as_53",64
"406",4,"treatment","block 2","md_as_12",33
"407",4,"treatment","block 2","md_as_13",57
"408",4,"treatment","block 2","md_as_14",41
"409",4,"treatment","block 2","md_as_15",56
"410",4,"treatment","block 2","md_as_16",25
"411",4,"treatment","block 2","md_as_17",30
"412",4,"treatment","block 2","md_as_19",37
"413",4,"treatment","block 2","md_as_21",58
"414",4,"treatment","block 2","md_as_22",43
"415",4,"treatment","block 2","md_as_30",84
"416",4,"treatment","block 2","md_as_31",45
"417",4,"treatment","block 2","md_as_32",56
"418",4,"treatment","block 2","md_as_33",70
"419",4,"treatment","block 2","md_as_34",46
"420",4,"treatment","block 2","md_as_35",40
"421",4,"treatment","block 2","md_as_36",28
"422",4,"treatment","block 2","md_as_37",27
"423",4,"treatment","block 2","md_as_38",63
"424",4,"treatment","block 2","md_as_40",53
"425",4,"treatment","block 2","md_as_41",93
"426",4,"treatment","block 2","md_as_42",62
"427",4,"treatment","block 2","md_as_47",42
"428",4,"treatment","block 2","md_as_48",46
"429",4,"treatment","block 2","md_as_49",46
"430",4,"treatment","block 2","md_as_50",55
"431",4,"treatment","block 2","md_as_52",30
"432",4,"treatment","block 2","md_as_53",57
"433",5,"control","block 1","md_as_12",49
"434",5,"control","block 1","md_as_13",41
"435",5,"control","block 1","md_as_14",12
"436",5,"control","block 1","md_as_15",58
"437",5,"control","block 1","md_as_16",31
"438",5,"control","block 1","md_as_17",3
"439",5,"control","block 1","md_as_19",30
"440",5,"control","block 1","md_as_21",60
"441",5,"control","block 1","md_as_22",10
"442",5,"control","block 1","md_as_30",70
"443",5,"control","block 1","md_as_31",49
"444",5,"control","block 1","md_as_32",50
"445",5,"control","block 1","md_as_33",81
"446",5,"control","block 1","md_as_34",53
"447",5,"control","block 1","md_as_35",43
"448",5,"control","block 1","md_as_36",21
"449",5,"control","block 1","md_as_37",7
"450",5,"control","block 1","md_as_38",57
"451",5,"control","block 1","md_as_40",23
"452",5,"control","block 1","md_as_41",100
"453",5,"control","block 1","md_as_42",63
"454",5,"control","block 1","md_as_47",58
"455",5,"control","block 1","md_as_48",47
"456",5,"control","block 1","md_as_49",56
"457",5,"control","block 1","md_as_50",56
"458",5,"control","block 1","md_as_52",48
"459",5,"control","block 1","md_as_53",62
"460",5,"control","block 2","md_as_12",45
"461",5,"control","block 2","md_as_13",43
"462",5,"control","block 2","md_as_14",16
"463",5,"control","block 2","md_as_15",86
"464",5,"control","block 2","md_as_16",23
"465",5,"control","block 2","md_as_17",53
"466",5,"control","block 2","md_as_19",27
"467",5,"control","block 2","md_as_21",52
"468",5,"control","block 2","md_as_22",35
"469",5,"control","block 2","md_as_30",45
"470",5,"control","block 2","md_as_31",76
"471",5,"control","block 2","md_as_32",50
"472",5,"control","block 2","md_as_33",71
"473",5,"control","block 2","md_as_34",34
"474",5,"control","block 2","md_as_35",49
"475",5,"control","block 2","md_as_36",40
"476",5,"control","block 2","md_as_37",6
"477",5,"control","block 2","md_as_38",53
"478",5,"control","block 2","md_as_40",28
"479",5,"control","block 2","md_as_41",96
"480",5,"control","block 2","md_as_42",54
"481",5,"control","block 2","md_as_47",37
"482",5,"control","block 2","md_as_48",47
"483",5,"control","block 2","md_as_49",43
"484",5,"control","block 2","md_as_50",47
"485",5,"control","block 2","md_as_52",38
"486",5,"control","block 2","md_as_53",42
"487",5,"treatment","block 1","md_as_12",45
"488",5,"treatment","block 1","md_as_13",59
"489",5,"treatment","block 1","md_as_14",33
"490",5,"treatment","block 1","md_as_15",54
"491",5,"treatment","block 1","md_as_16",23
"492",5,"treatment","block 1","md_as_17",65
"493",5,"treatment","block 1","md_as_19",43
"494",5,"treatment","block 1","md_as_21",76
"495",5,"treatment","block 1","md_as_22",60
"496",5,"treatment","block 1","md_as_30",69
"497",5,"treatment","block 1","md_as_31",55
"498",5,"treatment","block 1","md_as_32",69
"499",5,"treatment","block 1","md_as_33",89
"500",5,"treatment","block 1","md_as_34",49
"501",5,"treatment","block 1","md_as_35",70
"502",5,"treatment","block 1","md_as_36",65
"503",5,"treatment","block 1","md_as_37",29
"504",5,"treatment","block 1","md_as_38",70
"505",5,"treatment","block 1","md_as_40",43
"506",5,"treatment","block 1","md_as_41",99
"507",5,"treatment","block 1","md_as_42",51
"508",5,"treatment","block 1","md_as_47",62
"509",5,"treatment","block 1","md_as_48",51
"510",5,"treatment","block 1","md_as_49",63
"511",5,"treatment","block 1","md_as_50",68
"512",5,"treatment","block 1","md_as_52",39
"513",5,"treatment","block 1","md_as_53",75
"514",5,"treatment","block 2","md_as_12",40
"515",5,"treatment","block 2","md_as_13",47
"516",5,"treatment","block 2","md_as_14",10
"517",5,"treatment","block 2","md_as_15",36
"518",5,"treatment","block 2","md_as_16",17
"519",5,"treatment","block 2","md_as_17",34
"520",5,"treatment","block 2","md_as_19",35
"521",5,"treatment","block 2","md_as_21",50
"522",5,"treatment","block 2","md_as_22",41
"523",5,"treatment","block 2","md_as_30",60
"524",5,"treatment","block 2","md_as_31",29
"525",5,"treatment","block 2","md_as_32",69
"526",5,"treatment","block 2","md_as_33",60
"527",5,"treatment","block 2","md_as_34",43
"528",5,"treatment","block 2","md_as_35",10
"529",5,"treatment","block 2","md_as_36",24
"530",5,"treatment","block 2","md_as_37",18
"531",5,"treatment","block 2","md_as_38",40
"532",5,"treatment","block 2","md_as_40",60
"533",5,"treatment","block 2","md_as_41",100
"534",5,"treatment","block 2","md_as_42",58
"535",5,"treatment","block 2","md_as_47",10
"536",5,"treatment","block 2","md_as_48",44
"537",5,"treatment","block 2","md_as_49",36
"538",5,"treatment","block 2","md_as_50",46
"539",5,"treatment","block 2","md_as_52",30
"540",5,"treatment","block 2","md_as_53",50
"541",6,"control","block 1","md_as_12",47
"542",6,"control","block 1","md_as_13",39
"543",6,"control","block 1","md_as_14",14
"544",6,"control","block 1","md_as_15",78
"545",6,"control","block 1","md_as_16",19
"546",6,"control","block 1","md_as_17",55
"547",6,"control","block 1","md_as_19",40
"548",6,"control","block 1","md_as_21",62
"549",6,"control","block 1","md_as_22",53
"550",6,"control","block 1","md_as_30",77
"551",6,"control","block 1","md_as_31",64
"552",6,"control","block 1","md_as_32",56
"553",6,"control","block 1","md_as_33",89
"554",6,"control","block 1","md_as_34",65
"555",6,"control","block 1","md_as_35",55
"556",6,"control","block 1","md_as_36",21
"557",6,"control","block 1","md_as_37",9
"558",6,"control","block 1","md_as_38",70
"559",6,"control","block 1","md_as_40",32
"560",6,"control","block 1","md_as_41",88
"561",6,"control","block 1","md_as_42",59
"562",6,"control","block 1","md_as_47",58
"563",6,"control","block 1","md_as_48",51
"564",6,"control","block 1","md_as_49",54
"565",6,"control","block 1","md_as_50",66
"566",6,"control","block 1","md_as_52",64
"567",6,"control","block 1","md_as_53",58
"568",6,"control","block 2","md_as_12",45
"569",6,"control","block 2","md_as_13",48
"570",6,"control","block 2","md_as_14",28
"571",6,"control","block 2","md_as_15",60
"572",6,"control","block 2","md_as_16",27
"573",6,"control","block 2","md_as_17",57
"574",6,"control","block 2","md_as_19",30
"575",6,"control","block 2","md_as_21",63
"576",6,"control","block 2","md_as_22",42
"577",6,"control","block 2","md_as_30",63
"578",6,"control","block 2","md_as_31",80
"579",6,"control","block 2","md_as_32",61
"580",6,"control","block 2","md_as_33",86
"581",6,"control","block 2","md_as_34",45
"582",6,"control","block 2","md_as_35",50
"583",6,"control","block 2","md_as_36",35
"584",6,"control","block 2","md_as_37",17
"585",6,"control","block 2","md_as_38",71
"586",6,"control","block 2","md_as_40",22
"587",6,"control","block 2","md_as_41",94
"588",6,"control","block 2","md_as_42",51
"589",6,"control","block 2","md_as_47",43
"590",6,"control","block 2","md_as_48",34
"591",6,"control","block 2","md_as_49",40
"592",6,"control","block 2","md_as_50",43
"593",6,"control","block 2","md_as_52",10
"594",6,"control","block 2","md_as_53",30
"595",6,"treatment","block 1","md_as_12",41
"596",6,"treatment","block 1","md_as_13",53
"597",6,"treatment","block 1","md_as_14",40
"598",6,"treatment","block 1","md_as_15",52
"599",6,"treatment","block 1","md_as_16",24
"600",6,"treatment","block 1","md_as_17",70
"601",6,"treatment","block 1","md_as_19",42
"602",6,"treatment","block 1","md_as_21",75
"603",6,"treatment","block 1","md_as_22",69
"604",6,"treatment","block 1","md_as_30",75
"605",6,"treatment","block 1","md_as_31",73
"606",6,"treatment","block 1","md_as_32",72
"607",6,"treatment","block 1","md_as_33",90
"608",6,"treatment","block 1","md_as_34",40
"609",6,"treatment","block 1","md_as_35",74
"610",6,"treatment","block 1","md_as_36",66
"611",6,"treatment","block 1","md_as_37",35
"612",6,"treatment","block 1","md_as_38",72
"613",6,"treatment","block 1","md_as_40",47
"614",6,"treatment","block 1","md_as_41",96
"615",6,"treatment","block 1","md_as_42",62
"616",6,"treatment","block 1","md_as_47",61
"617",6,"treatment","block 1","md_as_48",66
"618",6,"treatment","block 1","md_as_49",78
"619",6,"treatment","block 1","md_as_50",74
"620",6,"treatment","block 1","md_as_52",82
"621",6,"treatment","block 1","md_as_53",64
"622",6,"treatment","block 2","md_as_12",45
"623",6,"treatment","block 2","md_as_13",33
"624",6,"treatment","block 2","md_as_14",5
"625",6,"treatment","block 2","md_as_15",71
"626",6,"treatment","block 2","md_as_16",24
"627",6,"treatment","block 2","md_as_17",30
"628",6,"treatment","block 2","md_as_19",36
"629",6,"treatment","block 2","md_as_21",41
"630",6,"treatment","block 2","md_as_22",33
"631",6,"treatment","block 2","md_as_30",42
"632",6,"treatment","block 2","md_as_31",10
"633",6,"treatment","block 2","md_as_32",68
"634",6,"treatment","block 2","md_as_33",50
"635",6,"treatment","block 2","md_as_34",41
"636",6,"treatment","block 2","md_as_35",32
"637",6,"treatment","block 2","md_as_36",25
"638",6,"treatment","block 2","md_as_37",9
"639",6,"treatment","block 2","md_as_38",46
"640",6,"treatment","block 2","md_as_40",37
"641",6,"treatment","block 2","md_as_41",95
"642",6,"treatment","block 2","md_as_42",47
"643",6,"treatment","block 2","md_as_47",22
"644",6,"treatment","block 2","md_as_48",43
"645",6,"treatment","block 2","md_as_49",30
"646",6,"treatment","block 2","md_as_50",43
"647",6,"treatment","block 2","md_as_52",41
"648",6,"treatment","block 2","md_as_53",49
"649",7,"control","block 1","md_as_12",46
"650",7,"control","block 1","md_as_13",36
"651",7,"control","block 1","md_as_14",16
"652",7,"control","block 1","md_as_15",30
"653",7,"control","block 1","md_as_16",23
"654",7,"control","block 1","md_as_17",48
"655",7,"control","block 1","md_as_19",33
"656",7,"control","block 1","md_as_21",58
"657",7,"control","block 1","md_as_22",24
"658",7,"control","block 1","md_as_30",73
"659",7,"control","block 1","md_as_31",50
"660",7,"control","block 1","md_as_32",52
"661",7,"control","block 1","md_as_33",81
"662",7,"control","block 1","md_as_34",33
"663",7,"control","block 1","md_as_35",56
"664",7,"control","block 1","md_as_36",13
"665",7,"control","block 1","md_as_37",4
